$HAR,420267275,-936532328,270782,36.62,990.19,21.46,#
$HAR,420267168,-936533216,278071,36.65,990.18,21.14,#
$HAR,420267092,-936533213,278391,36.64,990.18,21.19,#
$HAR,420267035,-936533177,277949,36.64,990.19,20.39,#
$HAR,420266979,-936533168,278130,36.65,990.17,21.05,#
$HAR,420266952,-936533119,277450,36.66,990.19,21.15,#
$HAR,420266934,-936533137,277180,36.67,990.19,21.43,#
$HAR,420266929,-936533126,276447,36.69,990.2,21.69,#
$HAR,420267025,-936533082,275274,36.7,990.22,21.99,#
$HAR,420267092,-936533045,274661,36.72,990.19,21.89,#
$HAR,420267187,-936533111,273863,36.73,990.17,21.93,#
$HAR,420267284,-936533135,273229,36.75,990.2,21.91,#
$HAR,420267382,-936533183,272697,36.76,990.17,21.89,#
$HAR,420267477,-936533152,271394,36.78,990.17,21.86,#
$HAR,420267594,-936533079,268835,36.79,990.2,21.59,#
$HAR,420267692,-936533025,267145,36.81,990.19,21.57,#
$HAR,420267758,-936532949,265941,36.83,990.15,21.44,#
$HAR,420267854,-936532840,264085,36.84,990.17,21.44,#
$HAR,420267910,-936532740,263168,36.85,990.2,21.41,#
$HAR,420267854,-936532658,263920,36.87,990.19,21.43,#
$HAR,420267820,-936532638,265253,36.89,990.18,21.34,#
$HAR,420267775,-936532698,267104,36.91,990.22,21.29,#
$HAR,420267676,-936533120,272971,36.93,990.2,21.27,#
$HAR,420267594,-936533475,277882,36.94,990.21,21.02,#
$HAR,420267537,-936533936,284142,36.97,990.21,20.95,#
$HAR,420267554,-936534111,285776,36.98,990.22,20.99,#
$HAR,420267567,-936534283,287778,37,990.23,20.97,#
$HAR,420267582,-936534381,289526,37.02,990.19,20.94,#
$HAR,420267561,-936534543,292649,37.04,990.21,21.04,#
$HAR,420267544,-936534681,295422,37.05,990.2,21.11,#
$HAR,420267477,-936534765,298446,37.07,990.16,21.06,#
$HAR,420267386,-936534824,300926,37.09,990.18,21.15,#
$HAR,420267397,-936534955,303727,37.11,990.2,21.17,#
$HAR,420267446,-936535122,306754,37.12,990.19,21.18,#
$HAR,420267442,-936535231,309303,37.13,990.17,21.13,#
$HAR,420267379,-936535222,311365,37.16,990.2,21.09,#
$HAR,420267298,-936535277,313328,37.17,990.21,21.17,#
$HAR,420267344,-936535354,312277,37.18,990.2,21.2,#
$HAR,420267371,-936535508,310640,37.19,990.16,21.24,#
$HAR,420267382,-936535596,310275,37.21,990.18,21.21,#
$HAR,420267330,-936535625,311317,37.22,990.18,21.33,#
$HAR,420267236,-936535617,313333,37.23,990.2,21.5,#
$HAR,420267152,-936535678,314940,37.25,990.2,21.33,#
$HAR,420267165,-936535830,315477,37.26,990.17,21.24,#
$HAR,420267149,-936536051,316682,37.27,990.18,20.72,#
$HAR,420267127,-936536140,316890,37.29,990.18,20.66,#
$HAR,420267152,-936536103,317223,37.31,990.17,20.72,#
$HAR,420267191,-936535983,316182,37.33,990.2,20.72,#
$HAR,420267274,-936535930,314805,37.33,990.19,20.84,#
$HAR,420267356,-936535911,312693,37.35,990.19,20.94,#
$HAR,420267480,-936535875,309404,37.37,990.22,21.01,#
$HAR,420267791,-936535613,303156,37.38,990.21,21.15,#
$HAR,420267943,-936535436,300945,37.41,990.2,21,#
$HAR,420267999,-936535421,301209,37.42,990.22,20.88,#
$HAR,420268111,-936535502,297592,37.44,990.19,20.68,#
$HAR,420268170,-936535585,295554,37.46,990.2,20.66,#
$HAR,420268113,-936535530,294520,37.48,990.19,20.63,#
$HAR,420268215,-936535496,294166,37.49,990.18,20.59,#
$HAR,420268245,-936535530,294820,37.51,990.15,20.6,#
$HAR,420268223,-936535555,296951,37.53,990.18,20.53,#
$HAR,420268124,-936535467,299830,37.56,990.19,20.72,#
$HAR,420268006,-936535435,303738,37.57,990.18,20.72,#
$HAR,420267942,-936535390,305934,37.6,990.21,20.69,#
$HAR,420267997,-936535371,304566,37.61,990.18,20.8,#
$HAR,420268000,-936535271,303943,37.63,990.21,20.65,#
$HAR,420267982,-936535198,303763,37.66,990.22,20.6,#
$HAR,420267633,-936535207,308510,37.69,990.18,20.64,#
$HAR,420267520,-936535196,310881,37.69,990.21,20.59,#
$HAR,420267532,-936535086,309979,37.7,990.23,20.42,#
$HAR,420267475,-936534964,308947,37.72,990.19,20.32,#
$HAR,420267459,-936534897,308945,37.73,990.2,20.35,#
$HAR,420267401,-936534792,309759,37.75,990.2,20.41,#
$HAR,420267402,-936534676,309095,37.76,990.19,20.34,#
$HAR,420267576,-936534543,305174,37.79,990.19,20.36,#
$HAR,420267632,-936534493,304322,37.81,990.22,20.42,#
$HAR,420267600,-936534398,304044,37.83,990.22,20.53,#
$HAR,420267578,-936534338,303929,37.85,990.23,20.48,#
$HAR,420267523,-936534275,303789,37.87,990.24,20.57,#
$HAR,420267468,-936534160,302872,37.88,990.23,20.62,#
$HAR,420267402,-936534132,303506,37.91,990.2,20.57,#
$HAR,420267362,-936534096,303654,37.93,990.22,20.54,#
$HAR,420267352,-936534050,303845,37.96,990.22,20.39,#
$HAR,420267332,-936534019,303613,37.98,990.21,20.35,#
$HAR,420267307,-936533967,303303,37.99,990.2,20.35,#
$HAR,420267295,-936533895,302629,38.02,990.23,20.27,#
$HAR,420267276,-936533880,302800,38.03,990.22,20.18,#
$HAR,420267216,-936533852,303866,38.06,990.23,20.15,#
$HAR,420267167,-936533874,304544,38.07,990.22,20.14,#
$HAR,420267116,-936533924,305420,38.1,990.2,20.04,#
$HAR,420267029,-936534013,307306,38.11,990.22,20,#
$HAR,420266957,-936534090,309263,38.13,990.19,19.9,#
$HAR,420266873,-936534189,311637,38.15,990.22,19.7,#
$HAR,420266809,-936534310,313965,38.18,990.21,19.61,#
$HAR,420266786,-936534349,313603,38.2,990.23,19.58,#
$HAR,420266737,-936534359,312448,38.23,990.23,19.5,#
$HAR,420266675,-936534316,311060,38.26,990.2,19.34,#
$HAR,420266763,-936534154,306516,38.28,990.23,19.21,#
$HAR,420266815,-936534033,303719,38.3,990.21,19.2,#
$HAR,420266776,-936533998,303164,38.32,990.24,18.99,#
$HAR,420266716,-936533997,303755,38.34,990.21,18.96,#
$HAR,420266697,-936534000,304510,38.36,990.24,18.94,#
$HAR,420266752,-936533961,304123,38.37,990.24,18.96,#
$HAR,420266812,-936533882,303211,38.4,990.21,19.08,#
$HAR,420266820,-936533814,302383,38.42,990.23,19.17,#
$HAR,420266773,-936533636,298948,38.43,990.23,19.01,#
$HAR,420266770,-936533465,294195,38.45,990.22,19.03,#
